,content,score
3937,Gunakan kode referral sysya agar dapat cashback 25.000 ketika daftar dan mulai invest 100.000. Aplikasinya bagus dan mudah dimengerti untuk investasi di reksadana. Makasih ya tim Bibit.,5
3938,investasi reksadana jadi mudah dan diberikan pengetahuan yang cukup dalam menganalisa profil resiko kamu... bibit keren. terus keluarin edukasi edukasi ttg reksanada dan kinerja masing2 produk yaaaa...,5
3939,Kereeenn sekarang bs smart login...keep up the good work Bibit. Makin sukses yaa saya long term investor nih soalnya,5
3940,"Daftar sudah hampir 1 bulan,tapi verifikasi ga maju ke step selanjutnya,mau invest gimana?jangan cuma collect data doang ni app.",1
3941,This app is so good to followed up 👍,5
3942,So far di bibit menguntungkan,5
3943,Aplikasi yg mudah digunakan,5
3944,"Verified App, If you can get More Benefit add code referall : saveuntungbanget Thank you",5
3945,Mudah di gunakann,5
3946,Amazing,5
3947,mudah banget buat pemula asli,5
3948,"Overall bagus Saya usul supaya portofolio dnaa pensiun yg default dari bibit bisa dihapus, karena tdk semua orang membutuhkan",5
3949,"Istri saya semakin sayang sama saya, terima kasih bibit",5
3950,Cool,4
3951,Lumayan buat pemula,5
3952,App reksadana tesimple dan termudah. Masukannya cuma 1. Untuk simulasi usia pensiun seharusnya bisa disesuaikan. Karena g semua bidang usaha pensiun di usia 65,4
3953,Totally love this apps,5
3954,Sangat mudah dan jelas untuk investor pemula,5
3955,Aplikasi investasi yang bagus dan mudah untuk dioperasikan.,5
3956,Aplikasinya ringkas dan mudah dimengerti,5
3957,Gile keren parah,5
3958,Cool,5
3959,Kode referral: siomay,5
3960,Easy to use,5
3961,Gampang bgt,5
3962,Keep it Stable!,5
3963,"Penggunaan mudah, sudah diawasi ojk, ada tutorial yg sangat membantu, bisa investasi syariah.. Semoga berkah",5
3964,Awesome,5
3965,Wah mantap hari ini naik 0.7 persen,5
3966,"Mudah dipahami, semoga kedepannya lancar",5
3967,Good,5
3968,baik sekali.,5
3969,"Ya sejauh ini Ok lah, penjelasan2nya simple, nanti di update lagi pas udah banyak untungnya huehuehurhuehue Aminnnnnnnnnnn Ya Allah Ya Rabb!",5
3970,Mantab lah,5
3971,Sudah lama ga pakai bibit. Lalu nyoba pakai lagi ternyata banyak bgt perubahannya. Semakin cepat dalam transaksi makin mudah memilih opsi dana utk apa. Top deh!,5
3972,"Mang maman kutap ketap, mantap!",5
3973,Baru invest kecil udah ada profit. Maju terus nabung,5
3974,Just installed and I feeling this app very hopefully for beginner investor like me.,5
3975,Bismillah yaa,5
3976,"UI nya bagus, gak ngerusak mata. Fitur-fiturnya juga mudah di pahami, emang bener ini aplikasi buat investor pemula. Good job bibit semoga selalu cuan invest Saya hehehe👌🏽",5
3977,"Memulai dari 0 untuk belajar investasi dari aplikasi ini, learning by doing. Konsisten dan kesabaran kunci utama yg Saya ingin terapkan",5
3978,Pilihan sedikit tpi okelah,4
3979,"Gampang banget pakenya, pertama login juga bisa dapet cashback 25ribu pake refferal "" 25buatku "" Lumayan buat modal awal tanam reksadana 💙",5
3980,"good apps, very helpfull",5
3981,Apk yg simple dan mudah digunakan serta ada forum diskusi bareng pengguna bibit lainnya 😁👍,5
3982,"Kalau kamu belum daftar bibit, ayo mutual sama aku biar dapat cash back masing-masing kita Rp.25.000 gunakan kode referral : sahaminkuy Terima Kasih 😊🙏🏻",5
3983,Use refferal code 'glitter' for getting 25k cashback. 💕,5
3984,memudahkan untuk berinvestasi,5
3985,Good,5
3986,"Tampilan mudah dimengerti, proses cepat",5
3987,Good,5
3988,Nihongo mantapu,5
3989,"Pakai Kode referal ""izzul"" bisa dapat tambahan cashback 25000 rupiah secara cuma2",5
3990,"App nya suka buffering, ngeselin, sangat tidak experience, interface nya jg terlalu soft, semua warnaya hampir sama, jadi bikin mata sakit",2
3991,Aplikasi mudah n sgt bermanfaat untk investasi,5
3992,Good. Tingkatkan lagi bibit,5
3993,"Masukin kode referral ""yuksuksess"" Untuk dapet cashback 25.000",5
3994,Verifikasi pembayaran super lama,3
3995,Mantap,5
3996,Good app for investment,5
3997,Gunakan kode refferal ini f9fwleu untuk dapatkan keuntungan sebesar Rp. 25.000,5
3998,Good apps,5
3999,"Good app, user friendly. Sukses terus buat bibit. Semoga yg lain ikut download dan nabung disini ya 😁",5
4000,👍👍,5
4001,"Hai Yang akan join Bibit, Mau ngingetin aja jangan lupa masukin Kode referal 💰"" KATAKUNCI "" . Nanti akan dapet 25k sebagai cashback Terimakasih",5
4002,"Hai Yang akan join Bibit, Mau ngingetin aja jangan lupa masukin Kode referal 💰"" KATAKUNCI "" . Nanti akan dapet 25k sebagai cashback Terimakasih",5
4003,Mohon masukan opsi Jenius Pay!,4
4004,App investasi rekomended buat pemula,5
4005,"Sudah pakai Bibit untuk investasi reksadana selama satu tahun lebih dan belum pernah mengecewakan, apalagi tiap bulannya pasti ada cashback mulai dari 50K sampai 100K. Gunakan kode referral “MONGGO” pada saat daftar buat dapetin cashback pertamamu di Bibit!",5
4006,Nice app,5
4007,"Add kode referal ""l1eawdn"" (tanpa tanda petik)untuk mendapatkan 25.000",4
4008,Mantap,5
4009,"please use this code ""buruanyuk"" to get voucher 25k",5
4010,Jika ingin mendapat banyak manfaat dari Bibit diharap dibaca seluruh tatacara dan trik tips dari para pakar. Sukses,4
4011,Aplikasinya sangat membantu berinvestasi utk pemula,5
4012,"Its a great app. Use referal code "" salmanbibit "" and get 25 K cashback when u join to use this app",5
4013,"code referal 👉👉D A N A 2 2👈👈 no space you wanna to get a cashback great application and wemhen investing,, and because this application a a very useful for saving in this application is very goof. Because this applications is very helpful for us in investing for beginners because this application is very good",5
4014,GOOD APP FOR INVEST,5
4015,Bibit keren,5
4016,"Hellow Bibit, just installed ur apps. Its really users friendly. Specially the admin, really helpfull. Thanks",5
4017,Nice,5
4018,"Mudah dimengerti, jelas dan informatif",5
4019,Always crash on registration. Cannot take picture of ID from either gallery or camera,3
4020,Aplikasi yang keren untuk berinvestasi. Praktis. Kekurangannya adalah masih belum menerima pembayaran dengan paypal atau kartukredit dari bank luar. Orang Indonesia di luar negri yang tidak punya account bank di Indonesia belum bisa bergabung. Semoga kedepannya makin oke.,4
4021,Silahkan masukan kode : lpcbsd9 untuk mendapatkan cashback 25.000 Tampilan bagus bersih gampang di operasikan serta user friendly juga. Penjelasan produk juga sangat detail. Cocok untuk orang awam tapi ingin berinvestasi. Terima kasih,5
4022,Mantap!,5
4023,"Promo cashback pakai gopay, ternyata tidak dapat..",2
4024,Fiturnya bagus,5
4025,"Sejak beberapa versi terakhir apps sering stuck di loading logo Bibit ketika login dan tidak muncul halaman input PIN. Sudah kill apps berkali-kali dan restart device tidak ada perubahan. Jadi ga bisa login dan transaksi via apps. Cuma sesekali aja muncul halaman input PIN. Padahal beberapa bulan lalu masih lancar. Saya cukup kehilangan beberapa peluang/momentun untuk transaksi. Tolong diperbaiki segera ya tim Bibit, ini cukup mengganggu kenyamanan transaksi.",3
4026,bermanfaat,5
4027,Aplikasinya sangat mudah dan jelas untuk pemula.,5
4028,"Simpel banget, bagus untuk investor pemula",5
4029,Bagus.. Simpel..,5
4030,Bener2 membantu kita yang masih pemula dalam menjalankan reksadana. Apalagi banyak penjelasan2 tentang seputar dunia reksadana,5
4031,What a great experience for beginners like me. It's simple and easy to use. Recommend 👍👍👍,5
4032,Bagus banget buat pemula.. Dan awam.. Semoga tetap dipertahankan pelayananya. Dan meningkatkan kualitasnya.. Trima kasih bibit..,5
4033,Enaknya berinvestasi,5
4034,"Hallo semua, Bagi yang iseng-iseng ataupun serius pengen nyoba investasi Reksadana, Bibit recomendid banget 👍 Baru belajar berinvetasi dan Bibit benar-benar app yang paling pas. Gak bakalan nyesel deh! Buat Bibit, Terimakasih dan ditunggu inovasi-inovasi mantap selanjutnya. Yusda Penguna Aplikasi Bibit",5
4035,"Aplikasinya mudah digunakan, fasilitas robo advisornya sangat membantu, tapi kalau bisa diperbanyak opsi pembayarannya, misalnya tambah Shopee juga supaya market calon pengguna Bibit lebih besar.",4
4036,Bibit teach me to prepare my future,5
4037,Good app,5
4038,"Sejauh ini tampilan, dan lainnya bagus. Mudah digunakan juga. Untuk orang yg tidak mengerti tentang bagaimana cara berinvestasi aplikasi ini saya rasa cocok",5
4039,"Kecewa, ngasih promo dengan snk yang seenaknya tanpa tahu kuotanya, jadi kalau gak dapet bisa berdalih kuota sudah habis",1
4040,mantab,5
4041,"Jujur, investasi reksadana seperti ini memang sangat cocok untuk kita kita yang dikalangan muda. Bagi kalian yg baru ingin join, kalian bisa gunakan kode referral >>> SENANGINVEST <<< dan kalian akan mendapatkan bonus sebesar Rp. 50.000 dari kode tersebut",5
4042,Kenapa pakai hp oppo f1s aplikasinya malah tidak mendukung yah?? Tolong infonya dong,4
4043,Pake reff ini gan lumayan dapet 25k (1234qwerty),5
4044,Mantap. Kode referral iansuteja utk dapatkan bonus 25rb,5
4045,"Simple interface, mudah melihat return, daftarnya cepat ga sampai 1 hari malah, dan ada program cashback 25k dengan kode ""miche"" , mantap pokoknya bibit",5
4046,"Bagus dan mudah, terima kasih feature Smart loginnya (dengan sidik jari). Untuk dapat bonus 50 ribu pakai kode referral: o8drukl.",5
4047,Alhamdulillah Investasi melalui bibit syariah jadi lebih amanah,5
4048,"tolong dong kasih detail keuntungan harian buat reksa pasar uang ,kayak di tokopedia",2
4049,bibit keren,4
4050,Menuju 1 milyar pertama dalam kehiduvan ini 😊,5
4051,"Simple. I registered and not wait too long, around 1 day I guess, it is completed. Buy product and payment methods also simple.",5
4052,Nice,5
4053,Fitur Finger Print Keren. Saran Tambahkan Fitur Dark Mode Dong.,5
4054,Aplikasi belajar menabung untuk masa depan....lumayan bgt pake kode : nisacashback dapet cashback 25k !!!!,5
4055,Bagus buat investasi,5
4056,I love the user interface of the application and everything inside.,5
4057,"Knp app nya ga bs di buka ya, sy udah daftar dan di verify.. Pls fix it",2
4058,Many choices of payment methods. User friendly. Responsive CS. Keep up the good work,5
4059,"Ayo mulai melek akan investasi masa depan. Aplikasi futureproof👍👍. Pakai kode referral saya saat pendaftaran "" gazwahinvestasi """,5
4060,tidak bisa masuk ke akun saya.,3
4061,"Investasi mudah, ya disini",5
4062,Baru belajar dan ternyata gampang. Sangat membantu buat pemula,5
4063,UI nya sgt user friendly apalagi untuk pemula,5
4064,"Nice UI ,, great UX ,, Cashback OK 😀",5
4065,"Spesial untuk anda dapatkan cashback, dengan cara masukkan code omset25",5
4066,Sebelum mendaftar jangan lupa untuk menggunakan kode referral 959dyza supaya dapat cashback 25.000,5
4067,Friendly user interface whether you're a pro or a newbie in investment. Easy to use with just enough range of products to choose for your investment plan 👍🏻,5
4068,I hope this will help me to be investor,5
4069,"Pengalaman pertama pakai aplikasi Bibit untuk belajar tentang reksadana. Mudah di pahami, terima kasih.",4
4070,I love it😍,5
4071,Nice,5
4072,Yok instal bibit dan masukkan kode 👉nurhari👈 agar mendapat cashback senilai 25.000. yok gas,5
4073,Salah satu platform investasi yang bagus,5
4074,Keren,5
4075,Baru nyobaa nyobaa dari segi app clean gitu rapih bagus gak ribet Btw ini Referral code aku biar kita sama sama dapet cashback dari Gopay l2rkkvw ✨,5
4076,Bibit is the best apps for investment,5
4077,"Invest RD disini sangat mudah dengan UI yang sangat simpel sangat rekomen untuk menabung, jangan lupa masukkan kode referral saat daftar ""morison""",5
4078,Bikin melek finansial sih ini,5
4079,👍👍👍,5
4080,Pencairan dana kelamaan..,2
4081,Very informative and easy to use,5
4082,Jelas dan bersahabat bagi pemula,4
4083,Kode referal cash back 25k : besokharganaik,5
4084,"Sejauh ini sangat baik, saya akan memberikan bintang 5 jika ada tambahan fitur untuk memfavoritkan produk reksa dana",4
4085,Great app for new investment,4
4086,Sangat bagus untuk investor pemula,5
4087,"Kerenn, aku investor pemula jadi terbantu hehehhehe",5
4088,That's an amazing application 👍,5
4089,Untuk pemula bisa lah,5
4090,Investasi untuk Haji,5
4091,Mudah dipahami untuk investor pemula,5
4092,Sangat baik dan membantu,5
4093,"Bibit keren, rekomendasinya juara",5
4094,Bagus banget buat pemula seperti saya,5
4095,"Aplikasi Reksadana yang recommended, simple dan informatif, good job, pertahankan terus seluruh nilai positif di setiap pengembangan aplikasi ny, 👍",5
4096,🤘🏻😁👍🏻,5
4097,Sangat user frieñdly,5
4098,Bibit gk ribet,5
4099,"Gunakan referral ""GRATISDANA25"" untuk cashback 25.000",5
4100,Dapatkan cash back 25.000 dengan memasukan kode refferal (gonudrq) dan sukses bersama,5
4101,Great Appss,5
4102,keren,5
4103,good app..,5
4104,Good,5
4105,terima kasih telah menambahan fitur smart login. mantapss..,5
4106,Keren,5
4107,Cepet dan tepat sasaran banget deh,5
4108,Highfive!,5
4109,untuk saya pemula dalam hal investasi. bibit sangat keren.,5
4110,"Bibit itu aplikasinya bagus dan user friendly banget sih ya, terus aku sukanya aku bisa bikin beberapa tujuan investasiku dan disesuaikan dg instrument yg tepat. Oh ya temen2 kalo mau install pertama kali, bisa pake kode dari aku ya, kodenya ""tanparagu"" iya tanpa ragu sih klo aku instal Bibit ini dan kalian langsung dapat cashback 25 ribu. Congrats ya platform Bibit :) ga pernah punya app investasi semudah dan senyaman Bibit.",5
4111,"Pengoperasian mudah, transfer penjualan sesuai waktu yang dijanjikan.",5
4112,Tolong lengkapi dengan fitur fingerprint login biar makin praktis gak usah pencet2 pin lagi. Edited : Sudah dilengkapi dengan biometric login,5
4113,"Aplikasinya bagus. Tapi CSnya semua lama banget responnya. Saya invest di P2P lending aja pelayanannya cepet bgt. Kita kalo laporkan masalah yg urgent kaya misalnya transfernya gak masuk, tiba2 ngga ada menu pilihan Bank Kita (saya bank BNI) saat proses mau bayar. Ngga tau kenapa. Bibit harusnya bisa lebih bijak donk. Udah ngga ada layanan telepon. Semuanya via wa. Nasabah kamu itu pegang duit milyaran, yang cepet donk kalo ada keluhan. Layanan lama pengen gue tarik rasanya semua uangku disana.",1
4114,Pakai kode referral: hartati untuk membantu ibu saya agar lebih semangat berinvestasi untuk modal sekolah adik saya.,5
4115,"Yuk investasi di bibit, gunakan referral REKSAKU1, dapatkan cashback senilai 25.000 saat pembelian reksadana",5
4116,Aplikasi yang mantap untuk investor pemula. Maju terus bibit. BibitinAja.,5
4117,Enter referral code 'whrbhyg' for 25k cashback on your account and mine. Thankyou for using,5
4118,One of best invest app. Uiux nya enak bgt. Yg mau pake bisa pake kode refferalku: bibitmop,5
4119,Keren,5
4120,Akhirnya hijau juga setelah 4 bulan nabung di bibit,5
4121,Nice application for investment,5
4122,app keren,5
4123,Easy to use for me as a newbie.,5
4124,Is there any way to change the in-app language to English?,4
4125,Sangat kerennn,5
4126,nice one,5
4127,"UI/UX nya keren, memudahkan sekali, bahkan bagi pemula sudah ada robo yang mengatur alokasi investasi kita",5
4128,Mudah dalam berinvestasi,5
4129,"Masih belajar cara menggunakan aplikasi ini secara maksimal, semoga jadi berkat",4
4130,Keren,5
4131,"Sudah lancar, sejauh ini memuaskan, full otomatis.. WD nya aja yg ribet, bisa banyak fee admin",5
4132,"Helow bibit. Hello new friends Please use my code referal ""nana26""",5
4133,Cashback kode referral tidak masuk,4
4134,Cara berinvestasi Reksadana dengan cara yang mudah,5
4135,Cakep untuk orang awam,5
4136,Mudah pemakaiannya,5
4137,easy to use,5
4138,"Cukup bagus, dan sangat jelas karena ada materinya. Recomd bgt untuk pemula",5
4139,User friendly,5
4140,"Tampilan sangat memudahkan bagi investor pemula , saran saya mungkin bisa tambahin beberapa manajer investasi",5
4141,Cukup membantu bagi pemula yg mulai ingin berinvestasi. Fitur2 nya jg cukup lengkap,5
4142,Easy to used...,5
4143,"Hi, saya baru saja bergabung di Bibit, tepatnya memulai sambil belajar, yang akan bergabung juga, pakai kode referral saya ya ( b b 2 0 2 0 ) 👌🏼👌🏼👌🏼",5
4144,Good app for inves,5
4145,"Hallo, kalian bisa menggukan kode referral ""hallosemua"" diawal pendaftaran untuk mendapat cashback 25k. Selamat mencoba semua karena dibibit hanya dengan 100k kalian bisa mulai berinvestasi loh..",5
4146,good overall,5
4147,Keren habis dan transparan,5
4148,"This app is so amazing for amateur like me. And, everyone should try this app. Great job for Bibit App. Aamiin",5
4149,Keren,5
4150,Sebuah pengalaman yang menyenangkan,5
4151,Mantablah pokoknya,5
4152,"Kode cashback 25k ""milikbersama""",5
4153,Now everybody can be investor,5
4154,View nya sgt simple dan mudah bgt dipake buat pemula. Ada kuis dan penjelasan dgn bahasa yg awam buat pemula lebih paham ttg invest reksadana.,5
4155,Sangat cocok untuk pemula,5
4156,Cashback 25K. Register Bibit with referal code: sabirin,5
4157,User interface is friendly and easy to use this app,5
4158,"Semuanya dimudahkan, cocok banget buat pemula. Tapi ingat, uang pribadi tetap tanggung jawab pribadi. Jadi baiknya belajar dulu lewat youtube baru mulai investasi",5
4159,too late is better than never start,5
4160,Easy to use,5
4161,Best🥰,5
4162,Mudah digunakan utk para newbie,5
4163,Cool,5
4164,Cocok buat muterin sebagian dana darurat biar uangnya bertumbuh,5
4165,Easy to use,5
4166,Good,5
4167,"Great experience, eazy to transaction with gopay, and start your goal!",5
4168,Ok,5
4169,"Jangan lupa memasukkan kode ""mulaidaribibit"" pada saat pendaftaran agar mendapat bonus saldo untuk pembelian pertama ya",5
4170,Mantab mantab,5
4171,"Useful app, i love it",5
4172,Aplikasi bagus utk mulai berinvestasi bagi pemula~,5
4173,Okss,5
4174,"pakai refferal ini waktu daftar ""lely0595"" kamu dapat 25k cashback",5
4175,the best lah buat nabung,5
4176,"Bibit, Titip masa depan ku yaaaaaa 🤲",5
4177,Kerenlah buat bibit ini. 2 hari udh profit 4rban 😘,5
4178,Easy to use,4
4179,Cara menabung yang bagus dan aman,5
4180,Sangat membantu buat yang baru mulai investasi,4
4181,I just use this app for about a month. Easy to operate and control. The support system is also helpful. Keep up the good work 👍🏼,5
4182,"Cocok bgt buat yg baru mau mulai investasi, keep it up bibit!!!!",5
4183,"Sudah keren, sangat mudah di gunakan.",5
4184,Good ajha,5
4185,Semoga makin bertambah koleksi sekuritas2 reksadana yg terbaik yg direkomendasikan Bibit menambah pilihan bagi investor,5
4186,Keren lah pokoknya,5
4187,Good apps,5
4188,Easy to use. Buat ngechill sambil nabung. Diseriusin juga bisa. Gokil abesss.,5
4189,Bibit bagus. Daftarnya ga ribet. Tolong Tambahin produk ORI dong biar kayak aplikasi sebelah😍,5
4190,greatt apps,5
4191,"app nya not bad, tp layanan supportnya jelek, buat emosi aja, ditanya A, jawabnya B, ga nyimak pertanyaan dengan baik, bolak balik sprti itu, tlg klo jawab jangan modelan copas",1
4192,Ok,5
4193,I can't update my bank account.. the Upload button hasn't function... OMG,3
4194,Enter code referral ( tokped06 ) bakal dapet cashback 25k setiap transaksi,5
4195,Great,5
4196,"Aplikasinya sangat user friendly dan mudah dipahami bahkan untuk orang-orang yang baru belajar untuk melek finansial. Kalo ada yang baru mau daftar bibit, masukin referral ""aniendita"" yaa untuk dapat cashback reksadana senilai Rp25.000!",5
4197,"Pake kode referall : GampangKaya Keren appnya, gue dpt untung lumayan disini!",5
4198,Sangat cocok buat yg baru mau belajar investasi.. Very recommended..,5
4199,Friendly app to do investment,5
4200,Worth it,5
4201,belum dicoba,5
4202,nice,5
4203,"Masukkan kode referral investok untuk mendapatkan 25.000 cashback, yuk mulai investasi dr skrg..",5
4204,good,5
4205,membantu sekali,5
4206,Mudah dipahami utk investor pemula,5
4207,"Masih belajar,semoga bisa lebih paham mengenai investasi",4
4208,amazing,5
4209,Very nicee!! Keep it up bibit!!,5
4210,Semoga cuan terus. Aamiin,5
4211,"layoutnya friendly banget, good job ui/ux designer",5
4212,Ngk user friendly aplikasinya,1
4213,Kereeeeeeeennnn,5
4214,Mudah dipahami,5
4215,"Best app, easy to use and have more option for beginner to explore",5
4216,So far so very good.. 👍,5
4217,Cocok untuk yang baru belajar investasi,5
4218,Apps yang simple tapi fiturnya bagus. Cocok untuk pemula seperti saya.,5
4219,"Sebagai pemula, aplikasi ini sangat membantu saya dalam belajar berinvestasi",5
4220,"UI nya cocok banget buat milenial, ga ribet tapi sangat informatif. Manager investasinya banyak pula. Untuk yang baru daftar bisa pake kode 'kodekamu' buat dapetin cashback yg bisa langsung dipake investasi pertama.",5
4221,saya investasi 20.000 sekarang naik jadi 20.021 terima kasih bibit,5
4222,Bibit dengan koneksi indihome loading terus ga tau kenapa. Buat homepage bisa ke load. Tapi selain itu loading terus,3
4223,Interface nya bagus dan memudahkan user dalam melihat dan membeli RDPU/Obligasi/saham yang cocok bagi user tersebut,5
4224,"Lancar, CS fast respon, UI menarik dan ringan",5
4225,"Hey bibit. Just installed your app. The UI is cool and simple. I like it. However it would not load any information as I clicked ""reksadana, obligasi, saham, syariah"" its loading felt endless and it is pretty vexatious that I can only use your ""back"" icon which is on the top left instead of my phone's ""back"" icon. Also, your app will not really close so I should press ""home"" to be out of the app. Any solution?",3
4226,"Yang mau dapet cashback banyak langsung tulis ajah referal kalian sama ""ganteng9"" auto deh dapet cashback percaya",5
4227,"Mantap, sebagai pemula, menggunakan bibit sangatlah dianjurkan.. gk bujuk iki rek wkwkw Pakai kodeku : blafo",5
4228,So far cool,4
4229,Best for saving money,5
4230,"Masukkan kode referal "" moneylogy "" dan dapatkan cashback 25000",5
4231,Alhamdulillah,5
4232,"Ui, sangat user friendly. Tidak ribet & bikin bingung. Next, mungkin bisa ada fitur dark mode.",4
4233,Easy to use..,5
4234,"Recommended bagi investor pemula, karena tutorialnya banyak dan mudah dipahami. Untuk pertanyaan melalui chat, juga sangat reaponsif. Mungkin investor kelas kakap juga suka pakai BIBIT :)",4
4235,Sangat bermanfaat.. gak nyesel deh Investasi di bibit,5
4236,Mantaaap.. sekarang sudah dpt profit nih.. lmyn,4
4237,Registrasi sulit smpe skrng gak bisa,2
4238,"Alhamdulillah berkat tips dan komunitas sedikit demi sedikit investasi mulai membuahkan hasil. Walaupun baru 1 Minggu tapi hasil sdh mulai terlihat. Terimakasih Bibit, semoga tetap amanah dan membangun ekonomi Indonesia.",5
4239,"Friendly User interface. But suka loading lama banget atau apps crash, jadi harus keluar dr apps nya dgn cara bersihkan. Baru masuk lg. Huhu",4
4240,nice,5
4241,"Bagus, mudah dipahami untuk pemula",5
4242,COOL,5
4243,Great app,5
4244,Good apps,5
4245,Good,5
4246,Aplikasi yang sangat membantu mengedukasi literasi finansial bagi saya. Penjelasan yang mudah dipahami serta keamanan yang tetap diutamakan dalam investasi.,5
4247,good😍,5
4248,Great apps for beginner investor.. 👍👍,5
4249,"Insert code referal 🌵 R E K S A 5 5 🌵get you cashback 25k ,the interface is nice and so far investing so good, keep up the good work i like it, i never thougt that investing money.. good 😘😘",5
4250,Easy to use,4
4251,"Simpel, gampang, cocok buat pemula",5
4252,Kita lihat kedepannya..,5
4253,My new great experience. Semoga saya bisa lebih bijak dalam menggunakan uang. Good luck BIBIT 💚,5
4254,"belajar reksadana pake bibit bener2 menyenangkan,,,interface user friendly,, cs ramah, fitur yang bantu banget buat newbie,, terima kasih bibit",5
4255,Bagus bgt buat pemula,4
4256,"Bagus, benar"" Diajarin dari awal",5
4257,Oke banget! Cocok buat para pemula... banyak penjelasan22 dasarnya jg jadi bantuu orang22 buat ngertii meskipin gapernah coba sebelumnya.. terus mayan seru lah yaa buat bikin deg2an tiap harinya wehehe,5
4258,"Kode ""alhamashiap""",5
4259,Sangat membantu utk pemula,5
4260,"This app is so cool... Buat saya yang masih awam, aplikasi ini bisa dibilang keren. Disini ga cuman untuk menabung tapi mengajarkan kita ilmu baru ttg menabung saham dll. Saya akan terus pantau perkembangannya kalau memuaskan saya tambah bintangnya. Keep up the good work",4
4261,"Keren mantap, user friendly banget, buat yg masih pemula cocok banget sih ini",5
4262,Panduan lengkap untuk berinvestasi mantap 😊,5
4263,"Aplikasi ini membantu kita untuk investasi baik jangka pendek maupun panjang, mudah dipakai, mudah dalam top up banyak pilihan metode top up. Gunakan kode : danakusimpan agar anda mendapat voucher 25 RB.",5
4264,"Easy to use, even for newbie. User friendly.",5
4265,Ok,5
4266,bagus banget,5
4267,"dark mode otomatis ui.ny msh berantakan, tolong tambahkan security fingerprint dan google auth, dan nomor hp recovery backup",4
4268,Tampilan aplikasi dan fitur yang ada sangat baik dan mudah digunakan.,5
4269,"Ga bisa hapus akun, alternatif rekening seperti dompet digital tidak ada. 2020 semua serba digital, sayang sekali tidak dimanfaatkan.",1
4270,Easy to use,5
4271,Belajar reksadana dr apps ini,5
4272,Nice app,5
4273,Bagus,4
4274,So far so good,5
4275,Sementara ok lah,5
4276,Lumayan,5
4277,Aplikasinya nya mudah dimengerti.. mantapp,5
4278,Sejauh ini baik,5
4279,"Totally happy for the beginner investor like me, it's user friendly, it's simple, and teach me how to invest. Keep the good work 👍",5
4280,Pilihan tepat Buat mu yg mau belajar investasi Dapatkan cashback 25.000 untuk aktivasi akun bibit pertamamu 😊 gunakan kode referral ( adwan ) untuk kemudahan pendaftaran & dapatkan cashback nya,5
4281,"Komplit, recommended 👍",5
4282,"Cuman tinggal login daftar, kelar verifikasi langsung dpt rekomendasi invest. Tinggal transfer, kelar. Easy.",5
4283,Good,5
4284,Keren abiss,5
4285,Sangat user friendly,5
4286,Mantap saya suka user interface nya. Sangat simple dan easy to understand. Thanks untuk tips dan tutorialnya yg sangat membuat kita kaum awam akhirnya melek akan investasi. Keep it up,5
4287,"UI nya itu lo , eye catching bagus banget. Transaksi ya mudah tinggal towel towel doang :)",5
4288,Aplikasi ini keren banget sih.. buat investor pemula sangat sangat disarankan untuk pakai bibit.,5
4289,"wow nabung sekarang gampang banget! aplikasi yg cocok untuk pemula, jangan lupa masukin kode "" N A B U N G 7 5 "" buat dapetin cashback 25rb untuk transaksi pertamamu. yuk download dan mulai nabung sekarang untuk masa depanmu",5
4290,Best application for beginner user.,5
4291,"Masukkan kode referal { cashbek } untuk dapat tambahan dana awal Rp 25.000 Lumayan buat investasi, bisa nambah 9-10% pertahun dan sudah dijamin Otoritas Jasa Keuangan (OJK). BIBIT DIJAMIN BUKAN INVESTASI BODONG/MULTI LEVEL MARKETING",5
4292,User friendly,5
4293,proses cepat kuhrp kedepan makin jaya,5
4294,"sangat membantu untuk investor pemula, UI ok, pembayaran mudah, bisa pake VA, dompet digital jg kadang promo. Pengalaman selama make app memuaskan, walau klo ditinggal dibackground suka error, tp ya tinggal buka ulang, tinggal nunggu ada finger/face id biar ga capek ketik pin. Tambahan : Jika anda teliti dan membaca informasi di aplikasi, dijamin ga bakal banyak tanya ini apa? ini kapan? ini gimna? tinggal baca aja baca! join grupnya sekalian, baca semua! bacaaaa!",5
4295,Aplikasinya membantu buat org yg ga ngerti apa2 kayak saya. Referal code biar dpt cashback 25rb : OkCobaBibit,5
4296,mau dapet saldo 50k pake refferal lisda4,5
4297,Pengalaman pertama yang tidak mengecewakan karena bisa berinvestasi dari nilai terkecil,5
4298,Ok,3
4299,User friendly,5
4300,Goodjob,5
4301,Easy to use and helpful,5
4302,Sangat mudah digunakan dan membantu sekali untuk pemula yg ingin investasi di reksadana,5
4303,"Sangat amat teramat kecewa, entah ini aplikasi investasi atau aplikasi sumbang uang.. saya tahun lalu berinvestasi menggunakan aplikasi bibit lalu setelahnya saya tidak pernah membuka aplikasi ini lagi, dan baru hari ini 02-10-2020 saya kembali membuka Bibit dan betapa terkejutnya saya sisa uangg di saldo saya Rp. 0!! Dan SAMA SEKALI tidak ada keterangna apapun, seolah2 saya tidak pernah investasi, tidak ada history yg ditampilkan sama sekali, mohon pihak bibit memperbaiki sistemnya! KECEWA!!!!!",1
4304,Lebih mudah dari aplikasi sebelahnya,4
