,content,score
4305,"Nice app, user friendly, tampilan seperti start-up kebanyakan saat ini, pendekatan yg baik jika target pasarnya millenials. Sayangnya saya kurang sependapat dengan robot dalam memilih diversifikasi reksadana, untungnya masih bisa dicustom. So, overall 👍🏻",5
4306,Mudah digunakan. Gak perlu ribet milih instrumennya. Ikut rekomendasi robonya aja udah aman.,5
4307,"Easy access, easy for beginners, platform is simple and easy to understand",5
4308,"Recommended place for investment, save your money, or money planning",5
4309,Keren,5
4310,"UI/UX sangat bagus, mudah di pahami dan sangat membantu utk memulai investasi",5
4311,Bibit ini sangat user friendly tampilannya. Fiturnya jg oke utk investor pemula kaya say,5
4312,one of the best app to start investing,5
4313,"investasi dimana saja, kapan saja, asal ada uang nya",5
4314,"Buat yang mau investasi reksadana, bibit recommended banget..simple pakai-nya, ga pake ribet..",5
4315,Recommended buat yg awam apa itu reksadana,5
4316,Mudah dan membantu bagi pemula,5
4317,Investasi mudah dan murah.... 😂😂,5
4318,Cool,5
4319,save money,5
4320,"proses pembelian agak lama, opsi reksadananya kurang bnyk terutama buat saham sm pasar uang",5
4321,sangat membantu buat kami yang buta investasi XD,5
4322,keren mantap pol,5
4323,Keren. Bisa berinvestasi dengan mudah dengan robo advisor,5
4324,"simple, nice ui/ux ...",5
4325,Add kode referral: ratmawan1 Ada telegram yang di dalamnya Ada CEO nya Dan bisa diskusi apa saja seputar investasi melalui bibit di telegram itu,5
4326,aplikasi investasi yang aman untuk pemula 👍,5
4327,"Okay nice, saya suka robo-nya",5
4328,Best app so far,5
4329,👍👍👍,5
4330,"Kapan lagi bisa nabung tanpa kena potong2 admin ? Bibit dong, top up gampang, uang nambah, wd jga gampang",5
4331,why is there no longer option to top up from bni virtual account?,5
4332,"Sebagai pemula, ini sangat membantu.",5
4333,Mudah digunakan pembayaran bisa pakai gopay. keep it up!👍🏻,4
4334,Bibit sangat cocok buat pemula.,5
4335,"Tampilan cakep, transaksi mudah, cepat, pilihan robo juga simpel, hanya saja perlu tambahan variasi investasi lain seperti SBN dan emas. Bagi yang baru daftar bisa pakai kode referral BONUSCASHBACK untuk mendapatkan cashback sebesar 25.000",5
4336,"Layanan & tampilan app bagus, tapi untuk feel tampilannya agak kurang nyaman",5
4337,Gampang dipake,5
4338,Bibit keren,5
4339,mudah dipahami min,5
4340,"Tidak bisa menarik semua dana, alasannya biar alokasi terjaga, cashback pun cairnya lama. Investasi malah buntung. Kalau ada yg dibawah bintang 1 saya akan kasih",1
4341,"It's a great app, help me to learn invest and saving in a better way",5
4342,Good app,5
4343,Good to invest,5
4344,Cukup baik. Saya baru coba coba. Kalo kinerja bibit baik. Saya bener2 investasi. Terima kasih,4
4345,Belajar,4
4346,"Aplikasi investasi reksadana paling enak dan gampang untuk pemula, ui dan ux simple sangat bagus",5
4347,Thank you Bibit! Now i can save and earn more,5
4348,Nicee,5
4349,Yuk nabung saham 💜👉🏻💜 naya17 💜👈🏻💜 cashback 25k lho 😁,5
4350,Bibit keren!,5
4351,"Very impressive, but slow. Btw, akhirnya foto bapak anak dua muncul di gambar deskriptif!",4
4352,"UI User Friendly utk pemula, banyak pilihan investasi yang bisa disesuaikan dengan mudah",5
4353,saya melakukan pencairan dana tanggal 17 harusnya tanggal 24 sudah cair tapi sampai sekarang belum masuk2 ke rekening saya ini baru duit kecil kalo duit besar gimana ya? mohon untuk pihak bibit memberikan responnya ke saya,1
4354,Suka bangeet belajar invest disini,5
4355,"yukk yang baru mau coba bibit bisa langsung ajaa nonton video ini dari awal sampai akhir! danjangan lupa untuk pakai kode promo ""bibitxreksa"" untuk mendapatkan cashback 25.000! yey",5
4356,"Memudahkan untuk investasi, pilihan reksadananya yg top class punya",5
4357,Kalo bisa beli SBN lebih bagus,5
4358,"Bagus dan simple dlm menggunakan, sangat membantu untuk investasi pemula",5
4359,"UI mudah digunakan, petunjuk gampang dimengerti, transaksi cepat seperti jadwal",5
4360,Beberapa UX perlu diperbaiki. Tapi saya suka konsep aplikasi ini. Maju terus ya,5
4361,"Aplikasinya friendly, gampang digunakan bagi pemula",5
4362,Love this!!,5
4363,Its ok for beginner,5
4364,mantap,5
4365,"Mau jual sahamnya proses lama banget, tapi masih ngikut harga pasar, padahal maunya segera saya jual biar minusnya tidak banyak, eh dalam proses persetujuan pun masih tetap berkurang nilainya, ribet banget.. Dear tim dev, thanks for your reply, tapi saya sudah menunggu 2 hari tapi belum cair dananya..",4
4366,"user interface udah terbaik, tinggal ditambahin jenis reksadana lain sama jenis investasi lain biar makin lengkap 👍👍",4
4367,Easy to understand for people who starts to invest their money,5
4368,Excellent,5
4369,Its a great apps to learn and to invest.😉,5
4370,"selalu perbaiki terus bug2 aplikasinya, dan mohon tambah fitur bandingkan antar reksadana, maupun grafik IHSG, terima kasih",5
4371,suka,4
4372,Mantap,5
4373,The good app.. 👍👍,5
4374,"bagusss bgt, yuk masukin kode referral ( fepfvut ) dapatkan cashback 25k",5
4375,Good,5
4376,"Mudah penggunaannya, semoga bisa long term dan amanah",5
4377,Mantepp,5
4378,Udah ga bisa beli lewat go pay ya?,3
4379,Code : tanyaaa,5
4380,"Kerennya bibit ini begitu dia tau risk profilku dia langsung nakar alokasi reksadananya. Selain itu, Alhamdulillah ngga pernah nemu problem di teknisnya, paling kalo ada maintenance aku dikabari beberapa jam sebelumnya. Keep it up",5
4381,🤩,5
4382,Jng tutup nanti uang saya hilang,5
4383,Cool,5
4384,"User interface simple. Pembayaran gampang, plus nominal pembelian minimum yg kecil bikin investasi berasa jajan. Jajan sehat",5
4385,Good,5
4386,Mantap,5
4387,"Untuk pemula, bibit sangat bagus",4
4388,"Good application, thanks bibit",5
4389,"Reverral ""danabahagia"" tambahan Rp.25.000 untuk saya",5
4390,Good,5
4391,"Asiknya Bibit tuh: Bisa liat Porto Global, Diversifikasi goal, Bisa bandingin produk, Bisa mantau gain/loss. Jadi makin termotivasi pencet BUY mulu 😁 Sayangnya untuk BUY dan sudah transfer hari yg sama dan dibawah jam cutloss, tetap dianggap masuk H+1 juga 😬",4
4392,It's one of the best ways for saving up and investment.,5
4393,Good for beginner,5
4394,user interface mudah dipahami bagi pemula sekalipun,5
4395,Beri opsi top up lewat DANA please.. Menggunakan sistem top up seperti RDN akan lebih oke..,4
4396,"Menggunakannya simple, cocok untuk pemula, ada manajer investasi yg mengelola, kita tinggal deposit, disesuaikan dgn profil risiko investor masing2",5
4397,Interesting and useful app🙏🙏,5
4398,Just installed and already make the device slow...un-installed and check the others review 1st,1
4399,👍,4
4400,"Tampilan menarik, gk ribet, respon cepat, banyak pilihan reksadana dan ada grup di telegram untuk komunikasi",5
4401,"Mantap, mudah dan bukan penipuan",5
4402,"Terimakasih, berkat aplikasi ini saya jadi lebih peduli untuk mengelola uang",5
4403,"mayan banget buat aku yang investor pemula yang gabisa analisa fundamental, analisa laporan keuangan, analisa teknikal atau apalah itu. terbantu banget money managementnya",5
4404,Easy to use for beginner 🤩,5
4405,Sangat mudah digunakan. Tutorialnya pun juga lengkap sekali bahkan untuk pemula pun bsa berinvestasi tanpa takut rugi. Keren sekali. UI ny juga enak dipandang. Pertahankan warna hijau👍,5
4406,User interface keren,5
4407,recommended banget buat pemula yg mau belajar RD 👍,5
4408,Keren,5
4409,Reel.. Mamtap😊,5
4410,cocok utk pemula dan tabungan,5
4411,User interface yang bagus disertai sistem yang tidak ribet. Mantab.,5
4412,Supermarket reksadana yang canggih dan user friendly,5
4413,Keren nih aplikasinya. Buat saya yg masih pemula sangat user friendly banget. 👍,5
4414,Pengembalian dana sejak 19 agustus belum saya terima,1
4415,5 dulu,5
4416,So far so good,5
4417,nice,5
4418,"I like it, but to the save money",5
4419,"Applikasi yang mudah digunakan & sangat membantu kita untuk berinvestasi. Hanya saja masih ada kekurangan pada durasi proses pembelian reksadana yang memakan waktu cukup lama. Bahkan lebih dari 1 x 24 jam... Semoga hal ini bisa dilakukan peningkatan, bahkan proses penarikan saldonya juga butuh beberapa hari untuk sampai di rekening. Semoga ke depannya bisa ditingkatkan 😉",4
4420,Thanks Bibit. Pro banget buat pemula. Jadi semangat belajar dan praktik investasi.,5
4421,Mantap dah...,5
4422,Susah dibuka aplikasi ini. Loading dan blank mulu sudah tungguin berjam2. Padahal koneksi internet baik2 saja. Kenapa ya? Apa terlalu berat ini aplikasinya? Susah mau invest di Bibit😣😣,1
4423,Aplikasi Bibit keren banget. Sesuai untuk pemula yang sedang belajar investasi.,5
4424,"Keren deh pokoknya, bener2 diajarin sampe bisa",5
4425,Easy to use and user friendly lbh mantap lagi kalau ada themes dark mode,5
4426,Keren...,5
4427,Satu hal yg kurang tp fatal banget menurut aku sih pencariannya yang kelewat lama. Proses dari request pencairan sampai dana bener bener cair butuh kira-kira 7 hari.,3
4428,UI sangat mudah dan bersahabat,5
4429,good,5
4430,"Investasi sejak dini, kini mudah dengan aplikasi Bibit.",5
4431,"this app is easy to use especially for beginner, but withdrawal fee for every single transaction cost much.",3
4432,Friendly user,5
4433,Go bibit go bibit go,5
4434,"Plus : Mudah digunakan, pilihan Reksadana yang banyak dan pembayaran yang flexible. Minus : Penjualan yang lama sekali dibanding perusahaan sejenis. Bisa sampai 7 hari. Lama banget... 😅",5
4435,Mudah2an bisa terus untuk investasi dengan cara yg menyenangkan,5
4436,Menyenangkan,5
4437,nice,5
4438,Recomended for beginers 👏,5
4439,"Beberapa manajer investasi tidak fair ATAU aplikasi tidak realtime. Jual di Kamis pagi, selesai jual Senin di atas jam 7 malam tapi pakai harga di hari Jumat. Bedanya mencapai 1.5%. Kalau memang Jumat terjual, seharusnya status bukan ""menunggu verifikasi"", apakah kalian manual ubah status? (note: tidak sedang mempermasalahkan jangka waktu penarikan)",3
4440,menyenangkan bibit love,5
4441,good,5
4442,"Kerenn sumpah Rekomendasi banget buat kalian yang pengen berinvestasi tanpa ribet, apalagi buat pemula pasti mudah paham karena Tampilan user yang mudah dipahami",5
4443,Mantul 👍,5
4444,GOOD,5
4445,Amazing app..,5
4446,Realible,5
4447,Mantap,5
4448,Very easy to learn,5
4449,Its very convenient for the beginner.,5
4450,Keren deh pokokny,4
4451,Gasken,5
4452,Bagus.. saya harap saya tua punya banyak dana,5
4453,Keren👍,5
4454,Tambahin fitur fingerprint lock dan dark mode.,5
4455,Great experience,5
4456,Mantap. Mungkin kedepannya bisa ditambahkan variant investasinya seperti saham dan emas. 👍,5
4457,"Pencairan dana lambat, harga jual tidak realtime, ketika menarik dana manajer menjual dengan harga rendah sehingga investor rugi",1
4458,"After update, I can't process payment using Linkaja every time I've to put the verification code, Bibit force closed I've tried 3x please help",2
4459,Aplikasi investasi reksadana paling keren!! Mudah ga ribet dsn user interfacenya enak dilihat!,5
4460,Keren,5
4461,It's easy to use,5
4462,"Sangat mudah sekali untuk berinvestasi di bibit, biaya beli dan jual gratis. Design apps yg ramah. Data pergerakan Reksadana up to date setiap malam. Recommended apps for investment 👌🏻👌🏻",5
4463,Kalo ihsg turun langsung gabisa di akses yaa? Tolong tambahin fitur auto cutloss supaya ga khawatir investornya.,2
4464,Sangat mudah untuk digunakan pemula. Ada ikon untuk informasi juga buat pemula yang belum paham tentang istilah-istilah dalam dunia reksadana ini. Very recommended!,5
4465,Great for one who is struggling on saving and invest,5
4466,Mantap,5
4467,Simple UI and so understandable. Great robot advisor and easy to modify. The products are quite various,5
4468,Terima kasih bibit,5
4469,"Good, easy to use",5
4470,Good app,5
4471,Cool,5
4472,Mudah digunakan,5
4473,Sangat membantu dalam mencapai tujuan finansial,5
4474,Really good UI,5
4475,User friendly appsnya.. ada forum nya jg.. untuk yg baru belajar bs dg mudah dpt ilmu,5
4476,Sampai saat ini lancar dan sangat membantu untuk berinvestasi,5
4477,Good app,5
4478,It's really good for a beginner like me. Super easy and it kept improved.,5
4479,"sy bru invest di bibit, trus di kasi fasilitas AKSes. tpi sy liat di porto akses saldo saya msih 0 pdhl sy udh top up obligasi sm pasar uang. apakah blum terupdate atau bgaimana? sy akan naikin btgnya kalo di jwb",3
4480,easy to use,5
4481,Mantap,5
4482,"Application Is very good and very easy ☺️👍 use a C0derefeal 👉🏻 R E K S A 5 5 ,,, And get a 25 k cashback great application for the bonus is very good and very easy nice application 👍😊 tanks and I will get it to you ☺️😉 good and I like the application",5
4483,"Amazing app buat pemula, love it",5
4484,Easy to use,5
4485,Mantap..😘,5
4486,"Kurangnya cuma 1, ga ada keuntungan hariannya di aplikasi",4
4487,Ok,5
4488,Rekomendasi untuk yang baru mau mulai berinvestasi..,5
4489,Well build invest application for beginners. I learn lot of new things here.,5
4490,So far so good sih. We'll see ya.,5
4491,Suka banget sama ini apps,5
4492,tampilannya bagus,5
4493,"Sejauh ini good, tp penarikan blom saya coba",4
4494,Mudah mudahan ke depan bisa beli SBN disini juga ya,5
4495,This app is amazing!,5
4496,"Buat pemula bagus banget dan ga nyusahin. Selain itu bisa nabung dari sedikit dulu dan juga ada preferensi syariahnya buat yang lebih prefer ke syariah. Tambahan, kalau bisa ada grafik naik turunnya portofolio kita per harinya per portofolio buat melihat kinerjanya dan bisa otomatis melihat dalam satu klik",5
4497,Masih jadi andalan sarana investasi,5
4498,Love it,5
4499,Sangat direkomendasi untuk memulai investasi.,5
4500,Sejauh ini cocok bgt untuk pemula yg mau belajar investasi,5
4501,User friendly untuk investor pemula,5
4502,bagus dan mudah digunakan jga UInya keren,4
4503,Easy to use buat first time user. Keep it up! Plis banyakin cashback ya.,5
4504,Ok,5
4505,"cara mudah berinvestasi online, ada robo juga sehingga dapat memberikan referensi dan informasi pilihan investasi yang tepat sesuai profil resiko.",4
4506,"Now this app become #1 Reksadana Apps. It's easy to use, and the UI is perfect",5
4507,Good job.,5
4508,Ntap,5
4509,"tampilannya clean dan jelas, transaksi mudah",5
4510,"Simple, jelas, gampang",4
4511,Mudah dijalankan ;),5
4512,Best,5
4513,Great,5
4514,Usefull,5
4515,"Gampang digunakan, cocok untuk pemula",5
4516,praktis buat anak muda yang mau belajar oke bgt,5
4517,"Let me say, this app is useful for money investment.",5
4518,Mudah,5
4519,"Ngakak aja, pas awal2 inves pake app ini pendapatan gak seberapa kerugian berlipat2... Tes inves di buka lapak malah sebaliknya... LOL",2
4520,Buat belajar nabung,4
4521,Good job 👍,5
4522,Sangat simple dan mudah,5
4523,good,5
4524,Bibit aplikasi yang mudah digunakan dengan fitur yang memudahkan user baru.,5
4525,Bagi kode voucher dong banyak2,5
4526,"Aplikasi investasi yang aman, mudah digunakan dan banyak pilihannya.",5
4527,Greaat,5
4528,UI nya bagus,4
4529,"Bibit keren haha asik appsnya.. Tp spngelaman liat MInya krg oke sih succor maxi fund, lmbat bgt progressnya dbndingkan MI lain",5
4530,Nice,5
4531,"Easy to use, and of course user friendly",5
4532,Great application,5
4533,Terbaik,5
4534,"So happy, because bibit helps us, beginner investor 😁",5
4535,So far so good,5
4536,Pakai kode dzevrd5 dan rasakan sensasinya 😊😊,5
4537,AMAZING,5
4538,Suka bgt... Kerennn,5
4539,Nice,5
4540,"Mantap,,semakin rjin nabung reksadana",5
4541,"Aplikasi sangat mudah digunakan dan informatif, pergerakan info sahamnya juga up-to-date. Thanks!",5
4542,Good,4
4543,Mantap,5
4544,Bagus sekalii,5
4545,Wish for the best,5
4546,GG,5
4547,Mantab ...,5
4548,"Investasi reksadana paling top, mudah dari awal pendaftaran secara online, hal yg perlu diperhatikan ktp dan no rek bank diusahakan sama. Mudah jg utk investasinya bagi yg mau baca tutorial.",5
4549,Mantap,5
4550,Kerenn,5
4551,"Transaksinya lebih cepat, dan terpercaya",5
4552,Mantap. Use my referal code: merkuri,5
4553,"Saya uninstal karena harus melampirkan buku tabungan. Ktp sudah saya lampirkan beserta no rekening, hanya saran costumer investing itu cari keuntungan dengan beli saham, obligasi, ataupun finance. Apabila ingin beli pasti transfer dana untuk pembelian, apabila mau. Jual atau pun menerima deviden pasti juga menginginkan dana nya ditransfer. Kalau sampai salah no rekening apa costumer ga rugi???, khan jd ga bisa melakulan penarikan dana. Tolong di review ulang policy nya. Email apabila sudah ok",1
4554,Mantappp,5
4555,Lanjutkan,5
4556,"Aplikasinya sangat mudah dipahami (cocok untuk investor Reksa Dana pemula), dan fitur-fiturnya lengkap. Semoga awet ya dalam persaingan APERD di Indonesia 👍",5
